username,dates,location,rating,comment,useful,funny,cool,WeekDay,State
Melissa D.,2021-08-28,"Saint Louis, MO",1,"Frustrating. This restaurant has messed up our to go order every single time- but we kept coming as management would at least quickly give us the food that we actually ordered. Today we sat outside the to go window in line for 15 minutes after getting our text saying our food was ordered while being ignored. Called several times to figure out what was going on with no answer. We really are trying to use pick up during covid, but I gave up and went in and was told they don't answer phone calls when it's busy-although there were 2 tables inside being used.  Was shown a sign (posted indoors only) saying they weren't doing window pick up.  If this restaurant repeatedly can't get orders or how to pick up correct, I think we are done. Would avoid if you are planning any sort of pick up.",0,0,0,sábado,MO
Megan F.,2021-08-30,"Dallas, TX",5,"Son of a Butcher makes perfectly-sized sliders using fresh ingredients. They even offer a homemade black bean patty as a vegetarian option! I recommend the veggie sliders and my spouse recommends the wagyu beef, comeback chicken, and buffalo chicken sliders.",0,0,0,lunes,TX
Jessica B.,2021-08-31,"Euless, TX",4,Very good sliders. Wide range of choices. Very tasty. I wasn't a fan of the queso on the waffle fries though. It's listed as having nacho cheese which would have been preferential for me. They weren't bad just was expecting the cheese it said and I wasn't really a good flavor to me. The cookie butter shake is a definite great shake! I will continue to eat here for sure but regular fries from now on.,1,0,2,martes,TX
Nena B.,2021-09-03,"Dallas, TX",2,This place is not what my husband and I expected. The sliders are not juicy or have any flavor we paid $4 dollars for cheese fries with little to nothing cheeses! The wine they offer is disgusting and they served it hot not even room temp. We will not return to this place again. My husband did like the old school soda.,0,0,0,viernes,TX
Carson B.,2021-09-04,"Arlington, TX",5,Amazing food. I've eaten at this location and the one in Plano and both have been very good. There is a good variety of offerings on the menu and they even got our order wrong but we didn't complain because it was amazing. The atmosphere on Greenville is also great.,0,0,0,sábado,TX
Kourtni R.,2021-09-05,"North by Northwest, Lubbock, TX",3,"Overall the sliders were good but very expensive when considering the portions. There is no variety in the menu- it's just chicken or beef sliders- but they were good! Overall, a fun restaurant to try but a little pricey for what you get.",2,0,0,domingo,TX
Alice h.,2021-09-06,"Richardson, TX",5,"Margarita - yupBurnt ends - yupPB&J - that's my jam, literally The Popper - second favorite Texas Philly - spicy and good",1,0,0,lunes,TX
Ashley G.,2021-09-12,"Mount Pleasant, TX",3,"Ordered online by the time it said my food was ready it was actually cold, ordered Nashville hot chicken without pickles but instead it was full of pickles so I only ate a bite or two. Only thing I would get again was the brownie shake that was absolutely delicious!",0,0,0,domingo,TX
Mark S.,2021-09-16,"Dallas, TX",5,"I went in with the expectation that this place wasn't going to be a good value. I was wrong. I ordered 2 sliders. One was the Comeback Fried Chicken and the other was the Classic Wagyu burger. Both had the signature Comeback sauce on them. The sauce works much better with the chicken. However, the sauce did not detract from a perfectly cooked juicy burger with cheese, pickle, and sauce. The highlight was that fried chicken slider. That one slider is more than enough if you're doing a side of fries. The chicken had the perfectly crispy outside and an crazy juicy center. It was great! As far as value. I spent $15 plus on 2 sliders, fries, and a drink. I thought it was high for what I ordered until I got it. One slider, fries, and a drink would have been more than enough. I recommend and I believe it's a good value. Ps...Fries are waffle fries and they were crispy and well-seasoned.",0,0,0,jueves,TX
Michael V.,2021-09-16,"Chicago, IL",5,I just moved in down the street and this is the first place I checked out. Amazing flavors and combinations. Gonna be dangerous for my belt line with this place so close. Love it!,0,0,0,jueves,IL
Dawne L.,2021-09-16,"Seattle, WA",5,Wagyu sliders and waffle fries are delish!! I was too hungry to snap pics so my camera didn't get to eat this time!  Job well done you Son of a Butcher!!  Wish we had one back home in Houston!,0,0,0,jueves,WA
Weston M.,2021-09-25,"Dallas, TX",5,"I would highly recommend Son of a Butcher. They have a wide array of menu items to choose from perfect for many different pallets. I had the nacho fries, Buffalo chicken and Texas Philly and they all exceeded my expectations. Parking in the area was a bit tough so make sure to give yourself a bit of extra time for that.",0,0,0,sábado,TX
Nissy M.,2021-09-27,"San Francisco, CA",4,"Friendly staff and nice variety of tastes with sliders. Top tray: PBJ, Wagyu Burnt Ends, Sticky Chicken, Spicy Curds,Bottom tray:  Wagyu Burnt Ends, Texas Hot Fried Chicken, Cookie Butter Shake, Waffle FriesRecommend: Shake, Fries, All sliders except note that the Hot Fried Chicken was not actually spicy.",1,0,0,lunes,CA
Sonika P.,2021-09-28,"Far West Side, Helotes, TX",4,"I visited the Legacy Food Hall and ordered the spicy cheese curds with a side of ranch for dipping. It was so nice to get freshly fried cheese curds in Texas, something you don't find often down here. Although the cheese curds were crispy, delicious, and so ooey-gooey, they are definitely heavy and rich. I recommend sharing with someone and asking for them to put extra of the ""spicy"" sauce on top - there wasn't any sauce on the bottom curds.",2,1,1,martes,TX
Irvin L B.,2021-09-30,"Allen, TX",4,"Love the food and the location! I have visited others and like this one a little more. Very tasty food, slightly above fast food experience. We had street entertainment as we dined outside, very busy but safe area. The Fam got The Butchers Dozen, waffle fries and blueberry cobbler shake which was well worth the experience!!! We looked over the food being slightly cold even though they weren't busy when we arrived but became busy after we arrived, it was still fantastic so 4 stars are fair as I am hoping next visit will be even better.",0,0,0,jueves,TX
Glenn A.,2021-10-08,"New Brunswick, NJ",5,"Stepped out of our Airbnb and needed food desperately. Thankfully we were mere steps away from this glorious establishment. Wag you beef/ chicken sliders?!  I had to try as much as I could so I went with the Texas hot, PB & J, and the burnt ends. All were phenomenal. 10/10 would recommend when in town. These Jersey boys were wildly satisfied.",0,0,0,viernes,NJ
Samantha N.,2021-10-09,"Rowlett, TX",3,"Came to this location on a Saturday afternoon and this place was popping! The vibe was nice but I took my food to go. I ordered The Popper, The CKN Fried CKN, and The Comeback Chicken. The Popper was my favorite by far! It has a sweet heat that is unmatched. It made me want to go back and get two more because the other two sliders I got were not it. The chicken was dry even tho it came with sauce/gravy on it and was tasteless. I also ordered a side of fries that was extremely salty I could feel my ring get tight! I would go again and stick with their beef sliders and try another side.",2,1,0,sábado,TX
Marcella B.,2021-10-09,"Forney, TX",2,"We ordered online the service was very convenient, however we were so disappointed with the sliders. The popper slider, the meat patty was rareeee... we weren't able to eat it as the meat was still bloody. The nacho fries were good. Only thing we would recommend are the shakes and fries.",0,0,0,sábado,TX
David B.,2021-10-10,"Tustin, CA",4,"Shakes, ambiance, and staff were most definitely a solid 5 and the sliders were a wobbly 4, but the fries were a disappointing 3. It's nice to hit a place that aspires to a very different type of fast casual and even nicer when the result exceeds your expectations. Still, there is room for improvement. Hopefully, they'll get their soon enough.",0,1,0,domingo,CA
Steven F.,2021-10-14,"Dallas, TX",3,Was here for lunch.  Got 2 sliders.  The classic which I disliked.  I think the meat and sauce tasted funky (was thinking I would like it best). The other was PB&J which was meat with peanut butter grape jelly and lots of bits of bacon. Thought that one was great. Didn't get any sides but had a passion fruit iced tea that I thought was excellent. Filled me up for the rest of the afternoon. Probably would not return,0,0,0,jueves,TX
Lisa A.,2021-10-15,"Coppell, TX",5,"This was a cute spot we just happened to come upon! It was delicious! Who doesn't love sliders? Its the perfect bite of food.  I loves what I ate, it was fresh and tasted amazing! It was the best bites for me, i was hungry but didn't want to over do it with dinner so this was the perfect pick! This is a cool place to hang grab a quick bite and taken in the presence of your family and friends.  I would recommend trying this place!",0,0,0,viernes,TX
Hannah H.,2021-10-16,"Aurora, CO",4,"This place is a cool & trendy spot. My boyfriend and I were recommended it through social media. They don't have name brand soda, they do classics. Which I thought was cool. I ordered The Popper, The Sticky and Chicken Fried ChickenBoyfriend ordered Burnt Ends, Texas Philly and Texas Hot.The Popper and Burnt Ends were by far the best! Absolutely amazing flavors.The Chicken fried chicken was a bit of a disappointment. The flavor just was not there. The Sticky,  good and lives up to the name.When I'm in the area again I might com3 Sliders Comboe back just for the Popper and Burnt Ends.  The staff was very nice and fast. 3 Sliders Combo3 Sliders Combo",1,0,0,sábado,CO
Kelly M.,2021-10-17,"Dallas, TX",5,Burnt ends are amazing and would eat 20 of them!! Sticky was not a favorite. Popper was good,0,0,0,domingo,TX
Oscar A.,2021-10-22,"Arlington, TX",5,"Food was awesome, definitely recommend this place. I ordered my food online so it was ready earlier than expected during a busy day but regardless our food was great.",0,0,0,viernes,TX
Brandon L.,2021-10-23,"Forney, TX",4,This has been on my list for a while now and finally got around to trying it. They have some very interesting and tasty sliders. The burnt end one was by far one of the best. Good vibe to the place and really enjoyed it.,1,0,0,sábado,TX
Stacey S.,2021-10-24,"Dallas, TX",5,"This place is awesome ! I have only ordered Togo so I can't speak on dine-in, but the food has been awesome! I have had most all of the sliders and I don't know if I have a favorite, they are all so good! I ordered a ""boozy milk shake"" and that was amazing too! Totally recommend! I think the prices are great and food is awesome!",0,0,1,domingo,TX
Cherie H.,2021-10-27,"Dallas, TX",3,"I found this place on Instagram and the sliders looked amazing! So I went one afternoon to give it a try. The customer service is great and the place is super clean and very cute! It definitely was inviting and I couldn't wait to eat outside. I order two burgers and a chicken sandwich along with loaded fries. I honestly was not that impressed. The chicken slider was pretty good- but the burger sliders were just ok- especially for them to be waygu- I just expected more. The cook and temp was fine, but the flavor just was not there for me- it was semi bland. I would try it again, but maybe the chicken only.",1,0,0,miércoles,TX
Cecil R.,2021-10-29,"Mesquite, TX",4,"Absolutely love this place!! Everything about it is awesome, u really can't go wrong with anything on the menu the Frenchie, Burnt Ends & Wagyu Classic are my favorite. The Vanilla Shack is nothing short of delicious BUT PLEASE STOP giving cold fries the last 2 Thursday this has happen to me, easily would've been 5 stars but I feel theirs no excuse for that.",0,0,0,viernes,TX
Doyle K.,2021-11-02,"Allen, TX",5,"The sliders are absolutely amazing. Great variety too. I had the four pack of their Wagyu Sliders. I got the Classic, the Burnt Ends, the TX Philly, and the PB&J. If I had to rank them from best to worst, it would be:1.Burnt Ends (9/10) 2,PB&J (8.5/10) 3.Classic (7/10)  4. TX Philly (5/10)I never thought the PB&J would work as well as it did. Definitely very surprising. Another reason why this place gets a clean 5/5 for me is the shake. They call it cookie butter, but if you're familiar with the flavor profile of Biscoff spread, that's essentially what it is. It's a Biscoff shake. And it's absolutely phenomenal. Definitely worth a shot.",0,0,0,martes,TX
Ternesha W.,2021-11-07,"Dallas, TX",5,"It's a great burger slider bar. The atmosphere is family AND pet friendly. If the weather is great, be sure to sit outside!I had the Texas Hot and Gonzo sliders, they were sooo good! Both were super flavorful. The sliders do not come with a side, so be sure to add some fries. I do feel as though the sliders were a bit overpriced for the sizing, but I will definitely be back to try more options.",0,0,0,domingo,TX
Cindy C.,2021-11-12,"Dallas, TX",3,"Amazing sliders but read on to find out why I deducted two stars.We had The Popper, Buffalo, Classic, waffle fries & the spicy cheese curds. The Popper: the fried jalapeño and cream cheese is like a medallion of fried soft cheese, and so good. The beef is amazing.Classic: very simply dressed, no veggies, the beef shines.Buffalo: my daughter said it was good, but the popper was her favorite.Sides & soda: very good. Small portions but the seasoning is amazing.The cashier was very sweet & attentive. She was a thin lady with glasses, and very hard working. We saw another lady with green braids attend to clients after us, and she was super unprofessional. She's the reason for three stars vs. five. As soon as she could, she got away from the customers which were then helped by a shorter lady with glasses. My daughter went up to the counter to ask for a Togo container and green hair IGNORED her to focus on her cell phone.The rest of the staff was pretty amazing except for the guy with lots of arm tattoos who doesn't understand the concept of first come first serve when customers come in. I feel like this location is over staffed. The short lady and thin lady did a stellar job while the others were just...there....green hair stood at the counter for a good while ON HER PHONE while ignoring customers.",1,1,0,viernes,TX
Patrick A.,2021-11-13,"Atlanta, GA",4,"Pretty cool place in the Lowest Greenville neighborhood! Atmosphere is a 5/5, great indoor and outdoor seating.I had the classic slider (4/5) which was simple but tasted great, the meat was definitely the highlight of that one. I also got the sticky chicken slider, which had a lot of sauce, but also tasted great (5/5). The waffle fries were fine (3.5/5).Other people at my table got the chicken fried chicken slider (3.5/5) and the comeback chicken (3.5/5) with the cheese curds (4.5/5).The employee at the counter was unfortunately rude to myself and other customers on multiple occasions in the short time I was inside. Overall, giving four stars. Good food but a little bit on the pricier side for sliders and unfriendly service.",1,0,0,sábado,GA
J P.,2021-11-20,"Washington, DC",2,Food is simply average. Prices are too high for the portions. You need 3-4 burgers to be filled. Stick to five guys where you get your money's worth. Burger was a tad dry,1,0,0,sábado,DC
Syd R.,2021-11-22,"Boys Ranch, TX",3,A lot of options and kind staff! Didn't love the food as much as I hoped but still really enjoyed my experience! I just don't think I'd go back especially since it's pretty pricey. We got a few different slider options along with a side of fries. The chicken was kinda funky in texture and seemed like there was weird connective tissue in it making it harder to bite and chew. Very small fry portion for what you pay. Sliders also very small,0,0,0,lunes,TX
Dolores D.,2021-11-25,"Phoenix, AZ",4,Good sliders. They are meaty lol. I got the the frozen margarita it does have alcohol in it. It was to strong for me so I got the lemonade and that also tasted like alcohol. We got tater tots and cheese curds for the sides. They had indoor and outdoor seating and they have a drive thru.,8,1,6,jueves,AZ
Nolan B.,2021-12-08,"First Ward, Charlotte, NC",3,"Love the burgers, fries, and shakes. Buuuut the drive thru that I have to walk up to makes no sense. ""New"" policy's gotta go. Already hard enough to park down there and that's the point of pre ordering and going through the drive thru....to avoid the parking situation.",0,0,0,miércoles,NC
Scott B.,2021-12-09,"Big Spring, TX",4,"Really enjoyed the hipster vibe and food quality here for my Friday afternoon lunch.The Nacho Waffle Fries were stellar- served perfectly hot & crisp. My trio of sliders were tasty. The TX Philly was a little too fiery for my tastes, and the Burnt Ends was just ho-hum. My hands down fave was the flavor exploding PB&J slider- the bacon gave it a perfect salty crunch. Washed the sliders down with their satisfying Butcher blonde ale Don't forget to order the diabetes inspiring Cookie Butter Shake- wow. Lots of free but very tight parking in back.",0,0,0,jueves,TX
ES E.,2021-12-12,"Lancaster, TX",4,Staff was friendly and the sliders were okay. They do only have sliders but there is a variety. Their milk shakes are delicious.,0,0,0,domingo,TX
Perry P.,2021-12-12,"Rosemead, CA",4,"If you are looking for Texas BBQ but you don't want to get your hands too dirty, look no further than Son of a Butcher where you can get BBQ on a slider. While exploring Dallas on a work trip, my friends and I stumbled across this establishment, and we were intrigued. Getting close to the door we liked how the restaurant was very ""butcher themed"" but in a fun way. Door handles were cleavers, and the drive through had shadows of images painted on the wall. It's family and pet friendly which is also a nice addition, and they even have a doghouse with the name Doggo of the Butcher painted on top of it. Parking was plentiful with their own private lot behind the restaurant and if that fills up, there seems to be lots of street parking as well.The menu was easy to understand with 10 different meat selections and 1 veggie. Remember these are not full-sized burgers but sliders so it's recommended to order a few just so you can taste a few. Drinks consist of soda, sweet tea, and milkshakes with sides consisting of a variety of fries and onion rings. Ordering was easy and is similar to fast food restaurants where you order at the counter and they call your name to pick up your food. I ordered the Classic and The Burnt Ends sliders with Nacho Fries and the classy shake. FYI you can also make the shake boozy but since it was early in the day, I opted out of it.Within five minutes of ordering I had my food and my shake. Since the day was nice my friends and I decided to sit outside. The tables were clean and had umbrellas just in case it gets too hot or it starts raining. The sliders were moist with soft bread and perfectly cooked meats; however the star of the show is the shake. With just the right amount of sweetness the shake was refreshing but not too overbearing. If you're ever looking for a place to hang out and catch up with friends while chowing down on sliders and shakes, Son of a Butcher is the place to go.",1,0,2,domingo,CA
Tifani B.,2021-12-15,"Dallas, TX",3,"Was stoked to go back to SOB to sit on the patio with my wife and pups especially after they were out of cheese curds last time. It's one of my favorite places on Greenville. Today, the sliders were awesome per usual however, the cheese curds were disappointing. I was surprised to get substantially less of them. Per a staff member, the portion of cheese curds have changed but remain the same price. I would not mind paying more for the old portion, as they are worth it. A change in product pricing is not unexpected in the current day and age, but some transparency would be appreciated.",0,0,0,miércoles,TX
Molly H.,2021-12-22,"Scurry, TX",5,"We wanted something different and this fit the bill. We got a total of 5 sliders. All were good but if we had to pick favorites it would be the prime rib slider and the PB&J. I know that last one sounds odd but all the flavors taste really good together. We also got the Buffalo Bleu fries and those were a winner. We loved the variety and everyone can surely find something they like with all the spicy, sweet and savory options. Service was fast and friendly and helpful.",0,0,0,miércoles,TX
Barry B.,2021-12-29,"Allen, TX",1,They service delivery orders over customers standing in front of them.  I just saw a dozen customers waiting in line to order walk out because they were so behind and stopped taking orders.  Many un-happy customers leaving.,0,0,0,miércoles,TX
Gretchen B.,2022-01-06,"Frisco, TX",5,"Oh my Hamburger the slides are amazing!!! Absolutely love this place and so glad we found each other after moving to Dallas, Tx.  I find that this relationship of yummy will keep me coming back for more.",0,1,0,jueves,TX
Rubí E.,2022-01-11,"San Marcos, TX",5,Delicious sliders even the veggie option is a good choice if you're vegetarian. The loaded waffle fries are a must try as well.,0,0,0,martes,TX
Martin D.,2022-01-16,"Fort Worth, TX",5,"Whats better then eating a burger you ask? How about 4 smaller burgers! Oh you dont eat beef? Hold my Steer, they got chicken too!   I have eaten here twice now, and both times I barely walked away. I say barely because I leave so full I need to be wheel burrowed back to my car across the street. In all seriousness though, this place rocks. Ive tried just about every slider on the menu and have not been let down by any of them. The shakes are great, the cheese curds amaze balls and the waffles fries are juuuuust right.  The outdoor seating is great people and doggo watching. Its right next to the busy street of lower Greenville but you dont feel like your eating exhaust fumes. Plenty if seating here both indoor and outdoor.  I usually tell people get at least 3 sliders to fill you up. My girlfriend fills up on two so I get to keep her extra as a bonus for me. Enjoy!",1,1,2,domingo,TX
Naomi T.,2022-01-19,"North Little Rock, AR",5,"Very tasty...all the sandwiches come as sliders, suggestions if you get to sandwiches get side item, you are also allowed to mix and match the sandwiches",0,0,0,miércoles,AR
Rod L.,2022-01-27,"CA, CA",5,This place is amazing! too bad i couldn't bring it back to California. The burger slider is better than the chicken option. Buffalo fries is a must.,0,0,0,jueves,CA
Lisa F.,2022-02-01,"Rogers, AR",5,"I love the simple menu, and ease of ordering and getting your food. I've tasted all items now and can say that everything on the menu are Delicious. Beer is cold and delish!Great place to hang out. Love being able to sit outside and watch the Greenville crowd go by.",0,0,0,martes,AR
Chad C.,2022-02-03,"Omaha, NE",4,"Stopped in for shakes...wow! What a great place to stop. Ordered a vanilla and a cookie butter shake. The vanilla was simple but delicious. The cookie butter was over the top, but delicious as well.Inside was bright and clean, with plenty of seating. Really enjoyed the atmosphere, especially for a burger and shake place.Definitely recommend stopping in here!",0,0,0,jueves,NE
Cayla Dee P.,2022-02-09,"Dallas, TX",5,"If your looking for some tasty burger, definitely check out Son of a Butcher. They serve sliders and I think it's the best business idea ever. You can try so many different burgers in just one visit.I liked almost everything I had. Here is what I suggest you try.Don't try the veggie burger. It's a waist of space in you stomach for sure.The Popper was really good. They jelly was slightly off putting because of the color, but it was actually very good.Their classic is just okay.Texas Hot, TX Philly, Burnt Ends, and Buffalo are bomb! If you are feeling indulgent, try the Swanky Cookie Butter Shake. It is sooo good. Very sweet, but so good. I'll be back.",0,0,0,miércoles,TX
Neal M.,2022-02-09,"Garland, TX",3,"Nothing worse than a burger place that asks you for a tip and then plays the same game that McD's does. If you're going to require a tip, provide a gratuitous service. Burgers were delicious. Severely disappointed in the size of the cheese curd order.",1,0,0,miércoles,TX
Krista R.,2022-02-10,"Fort Worth, TX",5,"Cute little place. I got the wagyu sliders and they were delicious. They come with American cheese. Every time I think of American cheese my mind automatically goes to the Kraft American cheese. Ugh, I don't like it. So, I asked for 1 slider with American and 1 slider with Gouda. The American Cheese definitely wasn't Kraft, haha. Them little sliders were sooo good. I loved them. So tasty. We got the nacho fries. Which had queso on them and ranch. The chicken sliders were also good. Daughter got a red velvet shake and it was just awesome.",7,2,9,jueves,TX
Bill U.,2022-02-10,"Richardson, TX",5,"You can select from several sliders you want to eat, mix and match. I went on a busy Saturday afternoon with my nephew and it was a blast. Lots of people out and about and the food was delicious. We will return and do some additional people watching and try several other sliders.",1,1,1,jueves,TX
Chanel C.,2022-02-12,"Dallas, TX",5,"Drove past this Saturday and decided to park and try it out. It was a bit cold and we had our dog with us, but they have plenty of outdoor patio seating with heat lamps. Thank you for the heat lamps!!!! My husband and I both ordered two sliders and a side. He got the original and I got one original and one brisket. I ordered the waffle fries which were seasoned to perfection. He got the onion rings which are more like an onion ring/onion straw hybrid. Also, very good. Not too much breading. You order inside which my husband did so I didn't see what the inside looked like, but the service was fast. They have quite a few different options of sliders to choose from and even have milkshakes. I was shocked at the huge size of the slider. I was only able to eat one of mine, so I opted for the brisket one. It was delicious. A burger topped with burnt ends and Gouda cheese. My husband is a traditionalist so he loved the originals. Check it out if you're in the area. I saw they even have a black bean burger for vegetarians.",0,0,1,sábado,TX
Crystal N.,2022-02-12,"Chino, CA",5,Holy moly best sliders I have ever had! This place made us realize we like sliders more than regular burgers. We placed an online order and picked up the food with no problems. My boyfriend got the Classic while I had the PB&J and they were devoured in minutes. We come from LA so I will forever be thinking about these sliders until the next time we come to visit Dallas again!,0,1,0,sábado,CA
Coco Z.,2022-02-13,"Dallas, TX",5,Love all the sliders Service is great Nice ambiance Great outdoor setting Dog friendly Highly recommend,0,0,1,domingo,TX
Rudy R.,2022-02-17,"San Antonio, TX",4,"Unique little spot! Very different for a bbq join, but overall pretty good. Def recommend the nacho fries! They were better than the sliders",1,0,0,jueves,TX
Jasmine R.,2022-02-24,"Denton, TX",5,This is a cool very modern restaurant! I like the concepts of the sliders. Also the ones me and my friend had were very good I really like the Waygu Beef never had it but I must say it's really good. Margs very yummy sweet and tart! I like that it's dog friendly!,0,0,0,jueves,TX
Kim H.,2022-02-25,"Oakland, CA",5,"Great burger spot. My boyfriend and I are visiting Dallas and we walked by this place randomly. I'm glad we decided to try it out. The burgers are the perfect slider size. I would recommend getting at least two sliders. I tried the regular wagyu burger and the popper. Both were really good. I like my burgers pretty basic (meat and cheese), not too much extra fluff. If I come back, I'd probably order the original wagyu only. Onion rings were skinny sliced and great to add to your burger. Very flavorful. I would definitely recommend!",0,0,0,viernes,CA
Blanca S.,2022-03-06,"Lubbock, TX",4,"The traditional sliders with cheese are SO FREAKING GOOD. Loved the outside seating and really enjoyed my sliders in the sun. Only thing I would say that dampened the experience were the 10 toddlers running around like chickens with their head cut off; this is really not safe here because this establishment is right next to an intersection WITH RUNNING TRAFFIC. Anyway, food is good!",0,0,0,domingo,TX
Paige M.,2022-03-09,"Issaquah, WA",4,The atmosphere at Son of a Butcher is impecable! We had such a great time trying all the wagyu beef sliders and the shakes. The Bischoff/Cooke butter shake is 11/10. We liked the sliders overall and they were tasty but we didn't love that we couldn't necessarily tell them a part off the bat.,0,0,1,miércoles,WA
Emma B.,2022-03-12,"Arlington, TX",4,"Great sliders and cool location. I went for 3 sliders and shared the queso waffle fries - great fries! I could have definitely just done 2 sliders but I wanted to try the different flavours. I went for the popper, pb&j and the Texas hot - all were delicious. Love the buns. Just a little on the expensive side. The strawberry lemonade was good too, and free refills.",3,2,2,sábado,TX
Sarah R.,2022-03-13,"Dallas, TX",5,"Decided to finally try this place out and it did not disappoint! I tried the classic, burnt ends, and popper slider and each was very flavorful. Will definitely return to try their chicken sliders and shakes!",1,0,0,domingo,TX
Joe K.,2022-03-14,"Arlington, TX",4,"Great waffle fries, add the queso!! Strawberry Lemonade was great and refillable. You can make your drinks boozy for only a couple of bucks. Sliders were a little dry, still tasty - brisket was my favorite.",0,0,0,lunes,TX
Mark C.,2022-03-18,"Mesquite, TX",5,Hands down some of the best sliders I've ever had. The chocolate shake was out of this world. I WILL BE BACK!,1,0,0,viernes,TX
Elizabeth R.,2022-03-20,"Dallas, TX",5,"Apple Pie ShakeIt was pretty good. I loved the concept, it's apple pie ala mode in a shake form. It had chunks of apple pie.",0,0,0,domingo,TX
Kris B.,2022-03-22,"Addison, TX",5,"Dog friendly in every aspect, and for that reason alone S.O.B gets 5 stars! For someone who often dines alone(with 2 dogs), SOB made it sooo easy for me.-Faux grass for the doggies to roll around on instead of hot cement-Full water bowls at every single table and every corner-Friendly staff passing out doggie treats and giving belly rubs-Walk up pick up window OUTSIDESeriously, everything i could ask for at a dog friendly establishment, of course it helps that the food is fantastic as well. While we initially just sat down to grab some water and waste some time, one of the amazing staff members stopped to chat and pass out some treats. With 2 dogs and no car, i cant just walk inside and grab my food so the fact that SOB has a pick up window designated for walk ups(not drive thru) it was extremely helpful. The sliders are phenomenal, they have your basics for the picky eater and for the foodie in us all, they have options with pb & j, onion rings and gouda, OH MY. Chicken sliders, Beef Sliders, Shakes - seriously this place has thought of it all.",11,3,8,martes,TX
B. R. M.,2022-03-28,"Lakewood, Dallas, TX",3,"Slider concept is cool, the service is excellent but unfortunately it was just extremely salty.",0,0,0,lunes,TX
Emily B.,2022-04-02,"Wolfeboro, NH",3,"I thought the sliders were awesome and the concept is great. As a business owner and someone that has worked in the food industry for 10+ years, I was very unpleased with a particular employee who claimed to be the manager. With her condescending attitude and aggressive behavior I won't be coming here again. We had a common mix up on the name that was one letter off and she spoke to my brother in law like he was in the wrong. As soon as I spoke up that we did not hear the name correctly and it was a mistake she was aggressively rude and caused a scene in front of the customers. I am not one to get angry but I was furious that this was happening in such a manor. She continued to argue with me as I walked out the door and I felt extremely uncomfortable. This was not acceptable customer service. I later called to speak to a manager and she said she was the manager... disappointing.",0,0,0,sábado,NH
Noelle S.,2022-04-02,"Greenville, NC",1,Ordered through Uber Eats and this was delivered so raw it was purple and cold. Literally couldn't eat it. Very disappointing I've never had issues with food here before.,0,0,0,sábado,NC
Dara S.,2022-04-05,"Temple, TX",5,This place is yummy! They have all sorts of awesome flavor combos and I'm a vegetarian so I think their veg patty is really good. The little buns are great and we always enjoy what we eat here.,0,0,0,martes,TX
Deena H.,2022-04-19,"Forney, TX",5,The onion rings were super good. The pb&j burger was surprisingly delicious. I loved the dog friendly atmosphere.,0,0,0,martes,TX
Steve S.,2022-04-23,"Dallas, TX",5,"We came here for the first time today, and loved it:1. Sliders were fab- loved the PBJ, Popper, and Buffalo Chicken2. Nacho fries were tasty, but yielded to the challenge of toppings making the fries beneath a bit soggy2. Cookie butter shale was out of this world, one of the best shakes I have ever hadWe shall return soon to SOB, which fills a niche that no other restaurant can satisfy.",5,1,3,sábado,TX
Chris D.,2022-04-27,"Houston, TX",5,"Fantastic food, unique sliders, love the atmosphere and quick ordering system. Would definitely recommend for someone visiting Dallas!The key lime shake was pretty good!",0,0,0,miércoles,TX
Lisa G.,2022-04-29,"San Diego, CA",5,First time in Texas! A must try in Lower Greenville. Food amazing! We did the two slider combo. Sorry we ate the waffle fries and onion rings. They have margaritas on the rocks. The ice tea is amazing too. Cool spot to sit outside and hang out. They have beer too,0,0,0,viernes,CA
Mari W.,2022-04-29,"Tyler, TX",5,"Look, I've had a lot of burgers in my day. Sure lately, there have been fewer of them but let me tell you I am DARN GLAD I cheated with these. The popper slider is AMAZING! Like such a perfect flavor combination that I had wished I'd just gotten two of them but the original wasn't bad either. Might skip the onion rings next time and just get 3 sliders next time. So YUM. Do yourself a ""flavor"" and give this spot a try!",0,0,0,viernes,TX
Mark G.,2022-04-30,"Dallas, TX",4,Yea these are pretty delicious sliders for sure! We definitely need more burgers out there with peanut butter and jelly on it. Such a great pairing. My Tx Philly Wagyu also had big pops of flavor and was good and spicy. The Hot Chicken was also pretty good just don't know if the shape of chicken tender goes well in side of a bun. I also definitely recommend the onion rings over the fries.Hope this helps some. Definitely worth a visit and I'll be back most likely.,1,0,0,sábado,TX
Carl B.,2022-05-01,"San Francisco, CA",2,"Food lacks flavor. We had a burger and onion rings. Server was really nice, but the food was not tasty at all and they don't take cash thus you're forced to use a credit card.",0,0,0,domingo,CA
Brooke M.,2022-05-01,"Dallas, TX",3,"This place was just okay. I chose 2 different chicken sliders and they were not punching me with flavor. The onion rings were good but then on second bite I was like oh, that's just salty lol. All that said, the food came out really quickly, they have a cute outdoor seating space, and there are steaks on the bathroom wallpaper Not a bad option when you don't want a 2 hour dinner experience. I'm sure it's a go-to after a few hours of day drinking!",0,0,0,domingo,TX
Sandy H.,2022-05-02,"Fort Worth, TX",5,All I want to say about this place is I want to go back to eat their BP&J sliders! I would have never imagined the combination of Wagyu and BP&J tasting so good together! We enjoyed the sliders and the nice weather outside. The fries were good too. I also want to go back to try their Cookie Butter house made shakes.,0,0,0,lunes,TX
